ensembl_gene_id	uniprot_gn_id	status
ENSG00000276977	E7ER21	unreviewed
ENSG00000276977	A0A0M3M0G7	unreviewed
ENSG00000274726	O15013	reviewed
ENSG00000274726	E9PB39	unreviewed
ENSG00000274726	H0YAN8	unreviewed
ENSG00000277949	Q14D33	reviewed
ENSG00000277949	F8WB75	unreviewed
ENSG00000206455	D2IYK5	unreviewed
ENSG00000230108	P01375	reviewed
ENSG00000230108	Q5STB3	unreviewed
ENSG00000238114	Q06643	reviewed
ENSG00000238114	Q5STB2	unreviewed
ENSG00000206454	Q01860	reviewed
ENSG00000206454	D2IYK3	unreviewed
ENSG00000206454	A0A1W2PP83	unreviewed
ENSG00000230791	O00453	reviewed
ENSG00000230791	A0A024RCT6	unreviewed
ENSG00000230791	Q5STB1	unreviewed
ENSG00000230791	Q5HYT5	unreviewed
ENSG00000230791	A0A024RCL9	unreviewed
ENSG00000230791	A0A0G2JIN5	unreviewed
ENSG00000274327	Q9NYW3	reviewed
ENSG00000277316	Q9NYW2	reviewed
ENSG00000273713	Q9NYW1	reviewed
ENSG00000277823	A0A0A0MT31	unreviewed
ENSG00000277823	A0A087WYT0	unreviewed
ENSG00000277823	A0A087WV42	unreviewed
ENSG00000277823	A0A087WYF5	unreviewed
ENSG00000278749	P0CW27	reviewed
ENSG00000275501	Q8N307	reviewed
ENSG00000275501	C9JJE7	unreviewed
ENSG00000275501	A0A0G2JM47	unreviewed
ENSG00000274205	Q8TD08	reviewed
ENSG00000274205	A0A1C7CYZ1	unreviewed
ENSG00000277238	Q9NYW0	reviewed
ENSG00000282269	Q16378	reviewed
ENSG00000282269	F5H178	unreviewed
ENSG00000282269	A0A0J9YXF8	unreviewed
ENSG00000275865	Q96KW9	reviewed
ENSG00000275865	Q5T8L5	unreviewed
ENSG00000275865	Q5T8L4	unreviewed
ENSG00000275865	Q5T8L6	unreviewed
ENSG00000273645	O94819	reviewed
ENSG00000276539	Q8TBJ4	reviewed
ENSG00000276539	A0A024R154	unreviewed
ENSG00000276539	M9MML5	unreviewed
ENSG00000276539	A0A0J9YYG5	unreviewed
ENSG00000277254	Q9NYV9	reviewed
ENSG00000274137	P54296	reviewed
ENSG00000274137	A0A0J9YVV7	unreviewed
ENSG00000273889	Q6ZRV2	reviewed
ENSG00000276541	Q9NYV8	reviewed
ENSG00000276167	P59544	reviewed
ENSG00000282612	A0A0J9YXF7	unreviewed
ENSG00000278307	A0A0J9YWT6	unreviewed
ENSG00000276559	Q14032	reviewed
ENSG00000282256	A0A0J9YWB3	unreviewed
ENSG00000274287	H0YDF9	unreviewed
ENSG00000274287	A0A0G2JNZ2	unreviewed
ENSG00000274287	A0A0G2JMS7	unreviewed
ENSG00000274287	A0A0G2JPP5	unreviewed
ENSG00000278111	A0A0J9YY42	unreviewed
ENSG00000282537	A0A0J9YXD8	unreviewed
ENSG00000274699	A0A0J9YWI7	unreviewed
ENSG00000273505	A0A0G2JPZ2	unreviewed
ENSG00000275624	F5H7C1	unreviewed
ENSG00000275624	A0A0G2JNB4	unreviewed
ENSG00000275624	A0A0G2JPD0	unreviewed
ENSG00000274839	E9PAL0	unreviewed
ENSG00000274839	E7EXA8	unreviewed
ENSG00000282673	G3V1M9	unreviewed
ENSG00000282673	G3V1R1	unreviewed
ENSG00000282673	A0A4W8X8U3	unreviewed
ENSG00000224608	A0A1W2PQE2	unreviewed
ENSG00000224608	A0A1W2PP29	unreviewed
ENSG00000224608	Q2L6G2	unreviewed
ENSG00000224608	A0A140T9Y5	unreviewed
ENSG00000224608	A0A140TA14	unreviewed
ENSG00000225987	P40425	reviewed
ENSG00000223833	O14931	reviewed
ENSG00000223833	Q05D23	unreviewed
ENSG00000223833	A0A0G2JKT7	unreviewed
ENSG00000237052	Q9Y4H4	reviewed
ENSG00000237052	E9PIE9	unreviewed
ENSG00000237052	E9PIP3	unreviewed
ENSG00000237052	Q9Y4H5	unreviewed
ENSG00000238289	A0A1V0E420	unreviewed
ENSG00000235588	P55008	reviewed
ENSG00000235588	Q4V347	unreviewed
ENSG00000235588	Q5STX8	unreviewed
ENSG00000235588	I3WTX1	unreviewed
ENSG00000280641	A0A0G2JRA4	unreviewed
ENSG00000228299	Q5QT33	unreviewed
ENSG00000228299	A0A140T9B3	unreviewed
ENSG00000228299	A0A140T9Z7	unreviewed
ENSG00000228299	A0A1W2PR11	unreviewed
ENSG00000228299	A0A140T962	unreviewed
ENSG00000228299	A0A140T9J9	unreviewed
ENSG00000228299	A0A1W2PRX1	unreviewed
ENSG00000238196	Q99466	reviewed
ENSG00000236672	A0A0G2JHK2	unreviewed
ENSG00000236672	A0A0G2JK66	unreviewed
ENSG00000228662	P59942	reviewed
ENSG00000280529	V9GY14	unreviewed
ENSG00000280529	A0A0G2JRY5	unreviewed
ENSG00000226127	Q9UIR0	reviewed
ENSG00000226127	F8WDK6	unreviewed
ENSG00000226127	F6UPS5	unreviewed
ENSG00000226127	F8WBA1	unreviewed
ENSG00000229496	Q13838	reviewed
ENSG00000229496	F6S4E6	unreviewed
ENSG00000229496	F6R6M7	unreviewed
ENSG00000229496	A0A0G2JJL7	unreviewed
ENSG00000229496	F6S2B7	unreviewed
ENSG00000229496	Q5STU3	unreviewed
ENSG00000229496	F6U6E2	unreviewed
ENSG00000229496	A0A0A0MT12	unreviewed
ENSG00000229496	F6WLT2	unreviewed
ENSG00000229496	F6SXL5	unreviewed
ENSG00000229496	F6UJC5	unreviewed
ENSG00000229496	F6TRA5	unreviewed
ENSG00000229496	A0A0G2JHN7	unreviewed
ENSG00000230463	A0A182DWH4	unreviewed
ENSG00000233841	O19617	unreviewed
ENSG00000233841	A0A140TA12	unreviewed
ENSG00000233841	A0A140T9H5	unreviewed
ENSG00000233841	A0A140T921	unreviewed
ENSG00000233841	A0A140T9U8	unreviewed
ENSG00000233841	A0A140TA05	unreviewed
ENSG00000233841	A0A0G2JPB1	unreviewed
ENSG00000231825	P48634	reviewed
ENSG00000274081	Q9UHX1	reviewed
ENSG00000274081	E9PMU7	unreviewed
ENSG00000274081	E9PL19	unreviewed
ENSG00000274081	E9PN18	unreviewed
ENSG00000274081	A0A0J9YVP6	unreviewed
ENSG00000274081	A0A0J9YVR6	unreviewed
ENSG00000274081	A0A0J9YYL3	unreviewed
ENSG00000274081	A0A0J9YXX5	unreviewed
ENSG00000274081	A0A0J9YWM1	unreviewed
ENSG00000274081	A0A0J9YXJ8	unreviewed
ENSG00000233192	P01906	reviewed
ENSG00000233192	Q76NI6	unreviewed
ENSG00000230675	Q5SR05	unreviewed
ENSG00000230675	A2ADX3	unreviewed
ENSG00000243612	P13765	reviewed
ENSG00000243612	E9PI00	unreviewed
ENSG00000243612	Q5QNS2	unreviewed
ENSG00000225967	Q03519	reviewed
ENSG00000225967	Q9UP03	unreviewed
ENSG00000225967	X5CMH5	unreviewed
ENSG00000206452	A2BF26	unreviewed
ENSG00000206452	A0A0G2JIF0	unreviewed
ENSG00000206452	Q5RIP0	unreviewed
ENSG00000206452	A0A0G2JH50	unreviewed
ENSG00000206452	A0A0G2JKJ1	unreviewed
ENSG00000206452	A0A0G2JPT2	unreviewed
ENSG00000206452	A0A1W2PS56	unreviewed
ENSG00000233348	P46379	reviewed
ENSG00000233348	F6X9W3	unreviewed
ENSG00000233348	A0A1B0GX79	unreviewed
ENSG00000233348	F6VEM6	unreviewed
ENSG00000233348	F6S6P2	unreviewed
ENSG00000233348	F6UR09	unreviewed
ENSG00000233348	X6REW1	unreviewed
ENSG00000233348	F6U341	unreviewed
ENSG00000233348	F6TC96	unreviewed
ENSG00000233348	F6U1F2	unreviewed
ENSG00000233348	H0Y759	unreviewed
ENSG00000233348	F6XTU0	unreviewed
ENSG00000233348	F6WML8	unreviewed
ENSG00000233348	A0A0G2JIB3	unreviewed
ENSG00000233348	A0A0G2JJR8	unreviewed
ENSG00000274636	Q9BZE0	reviewed
ENSG00000282228	Q9Y3D7	reviewed
ENSG00000282228	I3L3T0	unreviewed
ENSG00000282228	I3L1U7	unreviewed
ENSG00000282228	A0A0B4J298	unreviewed
ENSG00000282228	I3L0X9	unreviewed
ENSG00000282228	I3L1K9	unreviewed
ENSG00000223532	A0A1W2PQE2	unreviewed
ENSG00000223532	Q5SS57	unreviewed
ENSG00000223532	A0A140TA21	unreviewed
ENSG00000223532	A0A140T9D4	unreviewed
ENSG00000230669	P28062	reviewed
ENSG00000230669	Q5JNW7	unreviewed
ENSG00000230669	X5CMJ9	unreviewed
ENSG00000230900	O95670	reviewed
ENSG00000278760	I3L167	unreviewed
ENSG00000278760	A0A0A6YYL4	unreviewed
ENSG00000235125	Q9UBC1	reviewed
ENSG00000235125	Q5ST97	unreviewed
ENSG00000224378	A0A0G2JH58	unreviewed
ENSG00000224378	A0A140T9D8	unreviewed
ENSG00000231975	P59942	reviewed
ENSG00000242711	P28065	reviewed
ENSG00000242711	A0A0G2JJA7	unreviewed
ENSG00000242711	A0A0G2JJQ0	unreviewed
ENSG00000242711	A0A0G2JJ13	unreviewed
ENSG00000230624	Q13838	reviewed
ENSG00000230624	F6S4E6	unreviewed
ENSG00000230624	F6R6M7	unreviewed
ENSG00000230624	A0A0G2JJL7	unreviewed
ENSG00000230624	F6S2B7	unreviewed
ENSG00000230624	Q5STU3	unreviewed
ENSG00000230624	F6U6E2	unreviewed
ENSG00000230624	A0A0A0MT12	unreviewed
ENSG00000230624	F6WLT2	unreviewed
ENSG00000230624	F6SXL5	unreviewed
ENSG00000230624	F6UJC5	unreviewed
ENSG00000230624	F6TRA5	unreviewed
ENSG00000230624	A0A0G2JHN7	unreviewed
ENSG00000282725	P57737	reviewed
ENSG00000282725	I3L2Y6	unreviewed
ENSG00000282725	I3L1T5	unreviewed
ENSG00000282725	I3L258	unreviewed
ENSG00000282725	E7EP81	unreviewed
ENSG00000282725	I3L0Z7	unreviewed
ENSG00000282725	I3L426	unreviewed
ENSG00000282725	I3L0X8	unreviewed
ENSG00000282725	I3L1Z1	unreviewed
ENSG00000282725	I3L482	unreviewed
ENSG00000282725	I3NI06	unreviewed
ENSG00000282725	I3L423	unreviewed
ENSG00000282725	I3L212	unreviewed
ENSG00000282725	I3L359	unreviewed
ENSG00000282725	I3L1G9	unreviewed
ENSG00000282725	I3L442	unreviewed
ENSG00000282725	I3L1M1	unreviewed
ENSG00000226275	Q6FG55	unreviewed
ENSG00000276173	A0A0G2JMB2	unreviewed
ENSG00000235233	Q29983	reviewed
ENSG00000235233	A0A140T9M1	unreviewed
ENSG00000235233	A0A140T9B8	unreviewed
ENSG00000235233	A0A1W2PPN1	unreviewed
ENSG00000235233	A0A1W2PRA6	unreviewed
ENSG00000235233	A0A140T986	unreviewed
ENSG00000276192	P01854	reviewed
ENSG00000277016	P01861	reviewed
ENSG00000227816	Q03518	reviewed
ENSG00000227816	A0A0S2Z5A6	unreviewed
ENSG00000274497	P01859	reviewed
ENSG00000223952	P01375	reviewed
ENSG00000223952	Q5STB3	unreviewed
ENSG00000236237	Q06643	reviewed
ENSG00000236237	Q5STB2	unreviewed
ENSG00000274811	Q96KA5	reviewed
ENSG00000274811	G5E9Z2	unreviewed
ENSG00000282633	P01876	reviewed
ENSG00000277633	P01857	reviewed
ENSG00000277633	A0A0A0MS08	unreviewed
ENSG00000277633	A0A0A0MS07	unreviewed
ENSG00000238238	P59942	reviewed
ENSG00000242092	P28068	reviewed
ENSG00000242092	A0A0G2JIJ2	unreviewed
ENSG00000242092	X5CKA5	unreviewed
ENSG00000242092	A0A140T943	unreviewed
ENSG00000242092	A0A140T9R2	unreviewed
ENSG00000225859	Q13838	reviewed
ENSG00000225859	F6S4E6	unreviewed
ENSG00000225859	F6R6M7	unreviewed
ENSG00000225859	A0A0G2JJL7	unreviewed
ENSG00000225859	F6S2B7	unreviewed
ENSG00000225859	Q5STU3	unreviewed
ENSG00000225859	F6U6E2	unreviewed
ENSG00000225859	A0A0A0MT12	unreviewed
ENSG00000225859	F6WLT2	unreviewed
ENSG00000225859	F6SXL5	unreviewed
ENSG00000225859	F6UJC5	unreviewed
ENSG00000225859	F6TRA5	unreviewed
ENSG00000225859	A0A0G2JHN7	unreviewed
ENSG00000282657	P01871	reviewed
ENSG00000234514	O00453	reviewed
ENSG00000234514	A0A024RCT6	unreviewed
ENSG00000234514	Q5STB1	unreviewed
ENSG00000234514	Q5HYT5	unreviewed
ENSG00000234514	A0A024RCL9	unreviewed
ENSG00000234514	A0A0G2JIN5	unreviewed
ENSG00000282318	A0A0J9YWL8	unreviewed
ENSG00000277495	Q8NGR1	reviewed
ENSG00000277495	A0A126GVD8	unreviewed
ENSG00000278220	Q9UBY8	reviewed
ENSG00000278220	A0A024QZ57	unreviewed
ENSG00000278220	A0A0J9YXY6	unreviewed
ENSG00000278220	A0A0J9YX19	unreviewed
ENSG00000275565	P09917	reviewed
ENSG00000275565	A0A087X109	unreviewed
ENSG00000242361	A2AAT8	unreviewed
ENSG00000242361	Q5SP00	unreviewed
ENSG00000242361	Q31604	unreviewed
ENSG00000242361	Q6ICR9	unreviewed
ENSG00000242361	A0A140T9T3	unreviewed
ENSG00000242361	A0A140T9D1	unreviewed
ENSG00000278032	Q16553	reviewed
ENSG00000278032	E7EWF8	unreviewed
ENSG00000278032	E5RI58	unreviewed
ENSG00000278032	E5RIQ1	unreviewed
ENSG00000278032	E5RGI6	unreviewed
ENSG00000278032	E5RI33	unreviewed
ENSG00000275122	Q8N1K5	reviewed
ENSG00000235844	P20036	reviewed
ENSG00000235844	X5CKE2	unreviewed
ENSG00000235844	A0A140T9H1	unreviewed
ENSG00000235844	A0A140T909	unreviewed
ENSG00000235844	A0A140T9G4	unreviewed
ENSG00000206450	S6AU73	unreviewed
ENSG00000206450	A0A1W2PQZ3	unreviewed
ENSG00000206450	A0A140TA02	unreviewed
ENSG00000206450	A0A1W2PNR7	unreviewed
ENSG00000276996	Q01959	reviewed
ENSG00000273993	Q15262	reviewed
ENSG00000273993	H0Y6V4	unreviewed
ENSG00000273993	Q5TG12	unreviewed
ENSG00000273993	E9PGC5	unreviewed
ENSG00000273993	E9PMV4	unreviewed
ENSG00000273993	Q6P493	unreviewed
ENSG00000273993	H0YD44	unreviewed
ENSG00000273993	E9PRW2	unreviewed
ENSG00000282745	A0A0B4J1U7	reviewed
ENSG00000236693	P04440	reviewed
ENSG00000236693	A0A0G2JJV3	unreviewed
ENSG00000236693	S6B261	unreviewed
ENSG00000236693	A0A140T9A5	unreviewed
ENSG00000282550	P23083	reviewed
ENSG00000282213	A0A0C4DH29	reviewed
ENSG00000282223	A0A075B6R2	reviewed
ENSG00000277318	P01817	reviewed
ENSG00000282211	P01780	reviewed
ENSG00000275079	A0A0G2JQ62	unreviewed
ENSG00000275079	A0A0G2JRI7	unreviewed
ENSG00000282322	P01762	reviewed
ENSG00000282286	P01766	reviewed
ENSG00000225211	O14931	reviewed
ENSG00000225211	Q05D23	unreviewed
ENSG00000225211	A0A0G2JKT7	unreviewed
ENSG00000274829	O95453	reviewed
ENSG00000274829	H3BT23	unreviewed
ENSG00000274829	H3BVG1	unreviewed
ENSG00000274829	F5H1Z4	unreviewed
ENSG00000278545	Q5T0T0	reviewed
ENSG00000278545	A0A0G2JNS9	unreviewed
ENSG00000282290	A0A0B4J1V0	reviewed
ENSG00000282653	A0A0C4DH30	reviewed
ENSG00000275145	Q14331	reviewed
ENSG00000275145	J3KSQ7	unreviewed
ENSG00000275145	E9PRR7	unreviewed
ENSG00000275145	E9PLY7	unreviewed
ENSG00000275145	E9PI42	unreviewed
ENSG00000282716	A0A0C4DH31	reviewed
ENSG00000282281	A0A0B4J1V1	reviewed
ENSG00000282693	H3BQJ8	reviewed
ENSG00000274488	O94772	reviewed
ENSG00000281962	P01764	reviewed
ENSG00000282284	A0A0C4DH33	reviewed
ENSG00000282344	A0A0B4J1V2	reviewed
ENSG00000282726	A0A0C4DH34	reviewed
ENSG00000234668	O95670	reviewed
ENSG00000282777	P01768	reviewed
ENSG00000282777	P0DP03	reviewed
ENSG00000274972	Q64ET8	reviewed
ENSG00000282404	A0A087WSY4	reviewed
ENSG00000235985	P55008	reviewed
ENSG00000235985	Q4V347	unreviewed
ENSG00000235985	Q5STX8	unreviewed
ENSG00000235985	I3WTX1	unreviewed
ENSG00000282642	P0DP02	reviewed
ENSG00000236196	Q9UBC1	reviewed
ENSG00000236196	Q5ST97	unreviewed
ENSG00000276491	P06331	reviewed
ENSG00000282104	A0A0C4DH35	reviewed
ENSG00000282425	A0A0C4DH36	reviewed
ENSG00000278699	A0A0G2JQB7	unreviewed
ENSG00000278699	A0A0G2JQ08	unreviewed
ENSG00000278699	A0A0G2JMU2	unreviewed
ENSG00000282579	P01824	reviewed
ENSG00000226850	O95670	reviewed
ENSG00000282151	A0A0B4J1X8	reviewed
ENSG00000282776	A0A0A0MS14	reviewed
ENSG00000282131	P01743	reviewed
ENSG00000227565	Q9UBC1	reviewed
ENSG00000227565	Q5ST97	unreviewed
ENSG00000282627	P01763	reviewed
ENSG00000275316	A0A0A0MS15	reviewed
ENSG00000274334	Q6EMK4	reviewed
ENSG00000223919	Q6FG55	unreviewed
ENSG00000277574	A0A0C4DH38	reviewed
ENSG00000276726	Q96EY1	reviewed
ENSG00000276726	I3L1T6	unreviewed
ENSG00000276726	Q53G26	unreviewed
ENSG00000276726	I3L1T9	unreviewed
ENSG00000276726	I3L1I6	unreviewed
ENSG00000276726	I3L3D3	unreviewed
ENSG00000282593	P01767	reviewed
ENSG00000282337	A0A0C4DH39	reviewed
ENSG00000233051	A0A024RCL3	unreviewed
ENSG00000233051	A0A0G2JJ55	unreviewed
ENSG00000233051	Q96QC4	unreviewed
ENSG00000233051	A0A0G2JK11	unreviewed
ENSG00000233051	A0A140T9T9	unreviewed
ENSG00000282691	P01825	reviewed
ENSG00000225748	P48634	reviewed
ENSG00000282451	A0A0C4DH41	reviewed
ENSG00000228849	P01375	reviewed
ENSG00000228849	Q5STB3	unreviewed
ENSG00000274236	A0A075B6Q5	reviewed
ENSG00000231408	P01374	reviewed
ENSG00000231408	Q5STV3	unreviewed
ENSG00000282045	A0A0C4DH42	reviewed
ENSG00000236925	Q06643	reviewed
ENSG00000236925	Q5STB2	unreviewed
ENSG00000275618	Q9NZS9	reviewed
ENSG00000275618	A0A087WXR3	unreviewed
ENSG00000275618	H3BRQ5	unreviewed
ENSG00000275618	H3BMY8	unreviewed
ENSG00000275618	H3BMP2	unreviewed
ENSG00000275618	H3BPQ8	unreviewed
ENSG00000275618	H3BUB3	unreviewed
ENSG00000275618	H3BTG6	unreviewed
ENSG00000282350	P01742	reviewed
ENSG00000282482	A0A0C4DH43	reviewed
ENSG00000275148	A0A0G2JMI3	reviewed
ENSG00000228321	P01375	reviewed
ENSG00000228321	Q5STB3	unreviewed
ENSG00000282399	A0A0B4J2H0	reviewed
ENSG00000282453	A0A0J9YVU5	unreviewed
ENSG00000234218	A0A140T9M6	unreviewed
ENSG00000278042	A0A0B4J1Y9	reviewed
ENSG00000278042	A0A4W8ZXM2	unreviewed
ENSG00000273539	A0A0B4J1V6	reviewed
ENSG00000223448	Q06643	reviewed
ENSG00000223448	Q5STB2	unreviewed
ENSG00000276870	O15496	reviewed
ENSG00000276870	H3BRW4	unreviewed
ENSG00000282305	A0A0B4J1X5	reviewed
ENSG00000223465	O00453	reviewed
ENSG00000223465	A0A024RCT6	unreviewed
ENSG00000223465	Q5STB1	unreviewed
ENSG00000223465	Q5HYT5	unreviewed
ENSG00000223465	A0A024RCL9	unreviewed
ENSG00000223465	A0A0G2JIN5	unreviewed
ENSG00000278308	A0A0B4J2F6	unreviewed
ENSG00000278308	E9PNS9	unreviewed
ENSG00000235754	O95445	reviewed
ENSG00000235754	Q5SRP5	unreviewed
ENSG00000226923	P59942	reviewed
ENSG00000231048	O00453	reviewed
ENSG00000231048	A0A024RCT6	unreviewed
ENSG00000231048	Q5STB1	unreviewed
ENSG00000231048	Q5HYT5	unreviewed
ENSG00000231048	A0A024RCL9	unreviewed
ENSG00000231048	A0A0G2JIN5	unreviewed
ENSG00000274684	Q9HBL8	reviewed
ENSG00000274684	I3L543	unreviewed
ENSG00000274684	I3L3Z0	unreviewed
ENSG00000274684	I3L2U0	unreviewed
ENSG00000274684	I3L1Y8	unreviewed
ENSG00000274684	I3L0Y6	unreviewed
ENSG00000274684	A0A384P622	unreviewed
ENSG00000274684	I3L1Q7	unreviewed
ENSG00000225073	Q13838	reviewed
ENSG00000225073	F6S4E6	unreviewed
ENSG00000225073	F6R6M7	unreviewed
ENSG00000225073	A0A0G2JJL7	unreviewed
ENSG00000225073	F6S2B7	unreviewed
ENSG00000225073	Q5STU3	unreviewed
ENSG00000225073	F6U6E2	unreviewed
ENSG00000225073	A0A0A0MT12	unreviewed
ENSG00000225073	F6WLT2	unreviewed
ENSG00000225073	F6SXL5	unreviewed
ENSG00000225073	F6UJC5	unreviewed
ENSG00000225073	F6TRA5	unreviewed
ENSG00000225073	A0A0G2JHN7	unreviewed
ENSG00000225073	A0A140TA18	unreviewed
ENSG00000226103	O95873	reviewed
ENSG00000278494	Q9NYV6	reviewed
ENSG00000278494	F5H148	unreviewed
ENSG00000278494	H3BMT1	unreviewed
ENSG00000228605	O95872	reviewed
ENSG00000228605	A0A0G2JK37	unreviewed
ENSG00000228605	A0A0G2JJ73	unreviewed
ENSG00000228605	A0A0G2JKD0	unreviewed
ENSG00000228605	A0A0G2JJ08	unreviewed
ENSG00000228605	A0A0G2JJI2	unreviewed
ENSG00000275974	A0A0H2UH34	unreviewed
ENSG00000234651	P46379	reviewed
ENSG00000234651	F6X9W3	unreviewed
ENSG00000234651	A0A1B0GX79	unreviewed
ENSG00000234651	F6VEM6	unreviewed
ENSG00000234651	F6S6P2	unreviewed
ENSG00000234651	F6UR09	unreviewed
ENSG00000234651	F6U341	unreviewed
ENSG00000234651	F6TC96	unreviewed
ENSG00000234651	F6U1F2	unreviewed
ENSG00000234651	F6XTU0	unreviewed
ENSG00000234651	F6WML8	unreviewed
ENSG00000234651	A0A0G2JK23	unreviewed
ENSG00000234651	A0A0G2JL47	unreviewed
ENSG00000234651	A0A0G2JJR8	unreviewed
ENSG00000234651	A0A0G2JIA9	unreviewed
ENSG00000234651	A0A024RCR6	unreviewed
ENSG00000234651	A0A0G2JJM1	unreviewed
ENSG00000234651	A0A0G2JJ92	unreviewed
ENSG00000237103	O14931	reviewed
ENSG00000237103	Q05D23	unreviewed
ENSG00000237103	A0A0G2JKT7	unreviewed
ENSG00000277424	P30519	reviewed
ENSG00000277424	A0A1B0GXH0	unreviewed
ENSG00000277424	A0A087WT44	unreviewed
ENSG00000277424	I3L463	unreviewed
ENSG00000277424	I3L159	unreviewed
ENSG00000277424	I3L4P8	unreviewed
ENSG00000277424	I3L276	unreviewed
ENSG00000277424	I3L1F5	unreviewed
ENSG00000224774	P67870	reviewed
ENSG00000224774	Q5SRQ6	unreviewed
ENSG00000224774	Q5SRQ3	unreviewed
ENSG00000224774	A0A0G2JM12	unreviewed
ENSG00000224774	A0A0G2JM58	unreviewed
ENSG00000224774	N0E4C7	unreviewed
ENSG00000236979	O14931	reviewed
ENSG00000236979	Q05D23	unreviewed
ENSG00000236979	A0A0G2JKT7	unreviewed
ENSG00000234836	P55008	reviewed
ENSG00000234836	Q4V347	unreviewed
ENSG00000234836	Q5STX8	unreviewed
ENSG00000234836	I3WTX1	unreviewed
ENSG00000275779	Q96AB6	reviewed
ENSG00000275779	H3BPN7	unreviewed
ENSG00000275779	H3BU50	unreviewed
ENSG00000275779	H3BR97	unreviewed
ENSG00000275779	A0A087X0T5	unreviewed
ENSG00000275779	H3BNJ5	unreviewed
ENSG00000226618	P48634	reviewed
ENSG00000231370	P48634	reviewed
ENSG00000282230	A0A0J9YY58	unreviewed
ENSG00000275594	Q8TC27	reviewed
ENSG00000275594	E3W988	unreviewed
ENSG00000275594	B4DTC2	unreviewed
ENSG00000275594	E5RJE6	unreviewed
ENSG00000275594	E5RJY7	unreviewed
ENSG00000275594	E5RGK7	unreviewed
ENSG00000275594	A0A0G2JPC8	unreviewed
ENSG00000275498	Q6P996	reviewed
ENSG00000275498	J3KNK7	unreviewed
ENSG00000275498	H3BPV5	unreviewed
ENSG00000275498	H3BND4	unreviewed
ENSG00000227587	O95670	reviewed
ENSG00000239497	Q8NDX9	reviewed
ENSG00000239497	A0A140T990	unreviewed
ENSG00000234530	Q9UBC1	reviewed
ENSG00000234530	Q5ST97	unreviewed
ENSG00000234530	A0A140TA04	unreviewed
ENSG00000111971	Q5SRR4	reviewed
ENSG00000230475	O95870	reviewed
ENSG00000230475	A0A0G2JI89	unreviewed
ENSG00000230475	A0A0G2JJD3	unreviewed
ENSG00000274336	Q9H305	reviewed
ENSG00000274336	H3BTX4	unreviewed
ENSG00000274336	K7ESA8	unreviewed
ENSG00000274336	H3BRY7	unreviewed
ENSG00000274336	K7EK15	unreviewed
ENSG00000274336	K7EM67	unreviewed
ENSG00000274336	H3BTN7	unreviewed
ENSG00000274336	K7ENR4	unreviewed
ENSG00000274336	K7ELR4	unreviewed
ENSG00000183214	Q29983	reviewed
ENSG00000183214	A0A140T9I5	unreviewed
ENSG00000183214	A0A140T8Z6	unreviewed
ENSG00000183214	A0A140T9Z8	unreviewed
ENSG00000228760	P46379	reviewed
ENSG00000228760	F6X9W3	unreviewed
ENSG00000228760	A0A1B0GX79	unreviewed
ENSG00000228760	F6VEM6	unreviewed
ENSG00000228760	F6S6P2	unreviewed
ENSG00000228760	F6UR09	unreviewed
ENSG00000228760	F6U341	unreviewed
ENSG00000228760	F6TC96	unreviewed
ENSG00000228760	F6U1F2	unreviewed
ENSG00000228760	F6XTU0	unreviewed
ENSG00000228760	F6WML8	unreviewed
ENSG00000228760	A0A0G2JK23	unreviewed
ENSG00000228760	A0A0G2JL47	unreviewed
ENSG00000228760	A0A0G2JJR8	unreviewed
ENSG00000228760	A0A0G2JIA9	unreviewed
ENSG00000228760	A0A024RCR6	unreviewed
ENSG00000228760	A0A0G2JJM1	unreviewed
ENSG00000228760	A0A0G2JJ92	unreviewed
ENSG00000227761	P46379	reviewed
ENSG00000227761	F6X9W3	unreviewed
ENSG00000227761	A0A1B0GX79	unreviewed
ENSG00000227761	F6VEM6	unreviewed
ENSG00000227761	F6S6P2	unreviewed
ENSG00000227761	F6UR09	unreviewed
ENSG00000227761	F6U341	unreviewed
ENSG00000227761	F6TC96	unreviewed
ENSG00000227761	F6U1F2	unreviewed
ENSG00000227761	F6XTU0	unreviewed
ENSG00000227761	F6WML8	unreviewed
ENSG00000227761	A0A0G2JK23	unreviewed
ENSG00000227761	A0A0G2JL47	unreviewed
ENSG00000227761	A0A0G2JJR8	unreviewed
ENSG00000227761	A0A0G2JIA9	unreviewed
ENSG00000227761	A0A024RCR6	unreviewed
ENSG00000227761	A0A0G2JJM1	unreviewed
ENSG00000227761	A0A0G2JJ92	unreviewed
ENSG00000238130	Q5ST95	unreviewed
ENSG00000206449	A0A0G2JH91	unreviewed
ENSG00000206449	A0A1V0E449	unreviewed
ENSG00000204490	P01375	reviewed
ENSG00000204490	Q5STB3	unreviewed
ENSG00000204487	Q06643	reviewed
ENSG00000204487	Q5STB2	unreviewed
ENSG00000206447	P59942	reviewed
ENSG00000278548	Q9Y3Q7	reviewed
ENSG00000278548	E5RK96	unreviewed
ENSG00000278548	E5RIP0	unreviewed
ENSG00000215425	Q13838	reviewed
ENSG00000215425	F6S4E6	unreviewed
ENSG00000215425	F6R6M7	unreviewed
ENSG00000215425	A0A0G2JJL7	unreviewed
ENSG00000215425	F6S2B7	unreviewed
ENSG00000215425	Q5STU3	unreviewed
ENSG00000215425	F6U6E2	unreviewed
ENSG00000215425	A0A0A0MT12	unreviewed
ENSG00000215425	F6WLT2	unreviewed
