ensembl_gene_id	uniprot_gn_id	status	N.gly	O.gly	ds	signal.peptide
ENSG00000134460	P01589	reviewed	2	4	5	TRUE
ENSG00000056998	O15488	reviewed	0	1	0	FALSE
ENSG00000107140	Q15569	reviewed	0	0	0	FALSE
ENSG00000158941	Q8N163	reviewed	0	0	0	FALSE
ENSG00000215375	Q02045	reviewed	0	0	0	FALSE
ENSG00000134453	Q96I25	reviewed	0	0	0	FALSE
ENSG00000134160	Q7Z4N2	reviewed	0	0	0	FALSE
ENSG00000137101	P21854	reviewed	1	0	3	FALSE
ENSG00000256222	P0CJ70	reviewed	0	0	0	FALSE
ENSG00000132819	Q9H0Z9	reviewed	0	0	0	FALSE
ENSG00000169026	Q6UXD7	reviewed	0	0	0	FALSE
ENSG00000100462	O14744	reviewed	0	0	0	FALSE
ENSG00000137078	Q9Y3P8	reviewed	1	0	1	TRUE
ENSG00000124092	Q8NI51	reviewed	0	0	0	FALSE
ENSG00000006756	P51689	reviewed	3	0	0	TRUE
ENSG00000159884	Q8WV48	reviewed	0	0	0	TRUE
ENSG00000170525	Q16875	reviewed	0	0	0	FALSE
ENSG00000185619	Q3KNV8	reviewed	0	0	0	FALSE
ENSG00000157399	P51690	reviewed	4	0	0	TRUE
ENSG00000137135	Q8N4T4	reviewed	0	0	0	FALSE
ENSG00000107159	Q16790	reviewed	1	1	2	TRUE
ENSG00000198467	P07951	reviewed	0	0	0	FALSE
ENSG00000147439	Q9NQY0	reviewed	0	0	0	FALSE
ENSG00000168993	O14810	reviewed	0	0	0	FALSE
ENSG00000205667	Q5FYA8	reviewed	0	0	0	FALSE
ENSG00000169926	Q9Y2Y9	reviewed	0	0	0	FALSE
ENSG00000062096	P54793	reviewed	3	0	0	TRUE
ENSG00000169918	Q8TE49	reviewed	0	0	0	FALSE
ENSG00000178950	O14976	reviewed	0	0	0	FALSE
ENSG00000137076	Q9Y490	reviewed	0	0	0	FALSE
ENSG00000101825	Q9NR99	reviewed	8	0	12	TRUE
ENSG00000179388	Q06889	reviewed	0	0	0	FALSE
ENSG00000183943	P51817	reviewed	0	0	0	FALSE
ENSG00000134020	Q96S96	reviewed	0	0	0	TRUE
ENSG00000175344	P36544	reviewed	3	0	2	TRUE
ENSG00000107175	O43889	reviewed	2	0	0	FALSE
ENSG00000008853	Q9BYZ6	reviewed	0	0	0	FALSE
ENSG00000070610	Q9HCG7	reviewed	0	0	0	FALSE
ENSG00000146938	Q8N0W4	reviewed	2	0	3	TRUE
ENSG00000120889	O14763	reviewed	0	0	7	TRUE
ENSG00000065675	Q04759	reviewed	0	0	0	FALSE
ENSG00000107185	Q92546	reviewed	0	0	0	FALSE
ENSG00000215183	Q1L6U9	reviewed	0	0	5	TRUE
ENSG00000124253	P35558	reviewed	0	0	0	FALSE
ENSG00000092036	Q9H6D7	reviewed	0	0	0	FALSE
ENSG00000169059	Q9NNX9	reviewed	0	0	0	FALSE
ENSG00000159899	P20594	reviewed	7	0	3	TRUE
ENSG00000127419	Q9BSA9	reviewed	0	0	0	FALSE
ENSG00000124256	Q9H171	reviewed	0	0	0	FALSE
ENSG00000130021	Q08623	reviewed	0	0	0	FALSE
ENSG00000173535	O14798	reviewed	3	0	7	TRUE
ENSG00000124225	Q969W9	reviewed	0	0	0	FALSE
ENSG00000101846	P08842	reviewed	2	0	6	TRUE
ENSG00000137098	Q99932	reviewed	0	0	0	FALSE
ENSG00000104689	O00220	reviewed	1	0	7	TRUE
ENSG00000137133	Q9BX68	reviewed	0	0	0	FALSE
ENSG00000182583	Q9H320	reviewed	0	0	0	FALSE
ENSG00000124237	Q9H1P6	reviewed	0	0	0	FALSE
ENSG00000124227	Q9BZ19	reviewed	0	0	0	FALSE
ENSG00000137103	A6NDV4	reviewed	2	0	3	FALSE
ENSG00000006757	P41247	reviewed	0	0	0	FALSE
ENSG00000198879	Q5VUG0	reviewed	0	0	0	FALSE
ENSG00000177504	Q9H322	reviewed	0	0	0	FALSE
ENSG00000147457	Q8WUX9	reviewed	0	0	0	FALSE
ENSG00000145214	P52824	reviewed	0	0	0	FALSE
ENSG00000205642	Q9H321	reviewed	0	0	0	FALSE
ENSG00000124209	Q9UL26	reviewed	0	0	0	FALSE
ENSG00000204930	A6H8Z2	reviewed	0	0	0	FALSE
ENSG00000011201	P23352	reviewed	6	0	5	TRUE
ENSG00000124164	O95292	reviewed	0	0	0	FALSE
ENSG00000168828	Q8NGT2	reviewed	2	0	1	FALSE
ENSG00000196196	Q6UXD1	reviewed	0	0	0	FALSE
ENSG00000104679	Q9Y3T6	reviewed	0	0	0	FALSE
ENSG00000278889	Q9NQN1	reviewed	1	0	1	FALSE
ENSG00000122707	O95980	reviewed	5	0	6	TRUE
ENSG00000129474	Q96IF1	reviewed	0	0	0	FALSE
ENSG00000145217	Q9H2B4	reviewed	2	0	0	FALSE
ENSG00000183304	Q8IZU1	reviewed	0	0	0	FALSE
ENSG00000198768	Q8NCL9	reviewed	1	0	0	TRUE
ENSG00000206127	A6NCC3	reviewed	0	0	0	FALSE
ENSG00000127415	P35475	reviewed	6	0	1	TRUE
ENSG00000177138	Q8IZU0	reviewed	0	0	0	FALSE
ENSG00000134013	Q9Y4K0	reviewed	3	0	17	TRUE
ENSG00000122694	Q9H4G4	reviewed	0	0	0	FALSE
ENSG00000124222	O14662	reviewed	0	0	0	FALSE
ENSG00000151655	P19823	reviewed	2	4	2	TRUE
ENSG00000232653	F8WBI6	reviewed	0	0	0	FALSE
ENSG00000185972	Q13939	reviewed	0	0	0	FALSE
ENSG00000100802	Q9H972	reviewed	0	0	0	TRUE
ENSG00000122705	P09496	reviewed	0	0	0	FALSE
ENSG00000197217	Q9Y227	reviewed	2	0	1	FALSE
ENSG00000127418	Q8N441	reviewed	4	0	3	TRUE
ENSG00000101849	O60907	reviewed	0	0	0	FALSE
ENSG00000198826	Q6P4F7	reviewed	0	0	0	FALSE
ENSG00000159921	Q9Y223	reviewed	0	0	0	FALSE
ENSG00000151657	O60870	reviewed	0	0	0	FALSE
ENSG00000178222	Q495C1	reviewed	0	0	0	FALSE
ENSG00000147454	Q9NYZ2	reviewed	0	0	0	FALSE
ENSG00000101850	P51810	reviewed	1	0	0	FALSE
ENSG00000165629	P36542	reviewed	0	0	0	FALSE
ENSG00000100804	P28074	reviewed	0	0	0	FALSE
ENSG00000166922	P05408	reviewed	0	0	1	TRUE
ENSG00000167034	Q99801	reviewed	0	0	0	FALSE
ENSG00000146950	Q13796	reviewed	0	0	0	FALSE
ENSG00000180053	A6NCS4	reviewed	0	0	0	FALSE
ENSG00000222028	A5LHX3	reviewed	0	0	0	FALSE
ENSG00000159167	P52823	reviewed	1	0	6	TRUE
ENSG00000139880	Q86UP0	reviewed	3	0	0	TRUE
ENSG00000137075	Q9H0F5	reviewed	0	0	0	FALSE
ENSG00000234469	H7C241	reviewed	0	0	0	FALSE
ENSG00000047644	Q9ULE0	reviewed	0	0	0	FALSE
ENSG00000166923	O60565	reviewed	1	0	4	TRUE
ENSG00000165632	Q5VWG9	reviewed	0	0	0	FALSE
ENSG00000215440	Q8NDH3	reviewed	0	0	0	FALSE
ENSG00000042980	Q9UKQ2	reviewed	5	0	7	TRUE
ENSG00000248905	Q68DA7	reviewed	0	0	0	FALSE
ENSG00000107485	P23771	reviewed	0	0	0	FALSE
ENSG00000159692	Q13363	reviewed	0	0	0	FALSE
ENSG00000100813	Q9UKV3	reviewed	0	0	0	FALSE
ENSG00000073464	P51793	reviewed	0	0	0	FALSE
ENSG00000165304	Q14680	reviewed	0	0	0	FALSE
ENSG00000134028	O15204	reviewed	4	0	2	TRUE
ENSG00000087460	Q5JWF2	reviewed	0	0	0	FALSE
ENSG00000087460	P63092	reviewed	0	0	0	FALSE
ENSG00000087460	O95467	reviewed	0	0	0	TRUE
ENSG00000198838	Q15413	reviewed	0	0	0	FALSE
ENSG00000090316	Q7L5Y9	reviewed	0	0	0	FALSE
ENSG00000069206	Q9H2U9	reviewed	6	0	4	TRUE
ENSG00000101871	O15344	reviewed	0	0	0	FALSE
ENSG00000048740	O95319	reviewed	0	0	0	FALSE
ENSG00000104722	P07197	reviewed	0	2	0	FALSE
ENSG00000277586	P07196	reviewed	0	2	0	FALSE
ENSG00000147459	Q9H7D0	reviewed	0	0	0	FALSE
ENSG00000163945	Q2YD98	reviewed	0	0	0	FALSE
ENSG00000179933	Q9NWQ9	reviewed	0	0	0	FALSE
ENSG00000283654	A0A1B0GTW7	reviewed	5	0	0	TRUE
ENSG00000092067	Q15744	reviewed	0	0	0	FALSE
ENSG00000092068	Q9UHI5	reviewed	0	0	0	FALSE
ENSG00000147437	P01148	reviewed	0	0	0	TRUE
ENSG00000104756	Q7L273	reviewed	0	0	0	FALSE
ENSG00000196092	Q02548	reviewed	0	0	0	FALSE
ENSG00000174137	Q6NSI3	reviewed	0	0	0	FALSE
ENSG00000163950	Q14493	reviewed	0	0	0	FALSE
ENSG00000004961	P53701	reviewed	0	0	0	FALSE
ENSG00000184661	Q69YH5	reviewed	0	0	0	FALSE
ENSG00000047648	O43182	reviewed	0	0	0	FALSE
ENSG00000013810	Q9Y6A5	reviewed	0	0	0	FALSE
ENSG00000221818	Q9HAK2	reviewed	0	0	0	FALSE
ENSG00000215277	A8MTL3	reviewed	0	0	0	FALSE
ENSG00000215271	Q8IX15	reviewed	0	0	0	FALSE
ENSG00000221914	P63151	reviewed	0	0	0	FALSE
ENSG00000235194	Q9H7J1	reviewed	0	0	0	FALSE
ENSG00000125363	Q99217	reviewed	0	0	0	TRUE
ENSG00000168936	A0AVI4	reviewed	0	0	0	FALSE
ENSG00000129473	Q92843	reviewed	0	0	0	FALSE
ENSG00000258643	Q92843	reviewed	0	0	0	FALSE
ENSG00000068078	P22607	reviewed	6	0	3	TRUE
ENSG00000100836	Q86U42	reviewed	0	0	0	FALSE
ENSG00000168924	O95202	reviewed	0	0	0	FALSE
ENSG00000148429	Q92738	reviewed	0	0	0	FALSE
ENSG00000092096	Q8WUG5	reviewed	2	0	0	FALSE
ENSG00000169857	Q9NQS1	reviewed	0	0	0	FALSE
ENSG00000184984	P08912	reviewed	1	0	1	FALSE
ENSG00000134463	Q96DC8	reviewed	0	0	0	FALSE
ENSG00000134153	Q9NPA0	reviewed	0	0	0	TRUE
ENSG00000104765	O60238	reviewed	0	0	0	FALSE
ENSG00000100842	O43281	reviewed	0	0	0	FALSE
ENSG00000005302	Q8N5Y2	reviewed	0	0	0	FALSE
ENSG00000148426	Q86WR7	reviewed	0	0	0	FALSE
ENSG00000182405	Q96DM1	reviewed	0	0	0	FALSE
ENSG00000134152	Q9H079	reviewed	0	0	0	FALSE
ENSG00000166090	Q9H293	reviewed	1	0	2	TRUE
ENSG00000109685	O96028	reviewed	0	0	0	FALSE
ENSG00000151461	Q9HAU5	reviewed	0	0	0	FALSE
ENSG00000166091	Q96DZ9	reviewed	0	0	0	FALSE
ENSG00000147905	Q8N3Z6	reviewed	0	0	0	FALSE
ENSG00000240694	Q9UL42	reviewed	0	0	0	FALSE
ENSG00000128463	Q5J8M3	reviewed	0	0	0	FALSE
ENSG00000181192	Q96HY7	reviewed	0	0	0	FALSE
ENSG00000092964	Q16555	reviewed	0	0	0	FALSE
ENSG00000197616	P13533	reviewed	0	0	0	FALSE
ENSG00000137106	Q9UBQ7	reviewed	0	0	0	FALSE
ENSG00000092054	P12883	reviewed	0	0	0	FALSE
ENSG00000065665	Q9H9S3	reviewed	0	0	0	FALSE
ENSG00000168795	O15062	reviewed	0	0	0	FALSE
ENSG00000137054	Q9GZS1	reviewed	0	0	0	FALSE
ENSG00000140199	Q9UHW9	reviewed	4	0	0	FALSE
ENSG00000120907	P35348	reviewed	3	0	1	FALSE
ENSG00000129460	Q8NEJ9	reviewed	0	0	0	FALSE
ENSG00000147912	Q9UK96	reviewed	0	0	0	FALSE
ENSG00000165609	Q9UKK9	reviewed	0	0	0	FALSE
ENSG00000175768	Q8N4H5	reviewed	0	0	0	FALSE
ENSG00000015592	Q9H169	reviewed	0	0	0	FALSE
ENSG00000136367	Q9C0A1	reviewed	0	0	0	FALSE
ENSG00000070601	Q5SYB0	reviewed	0	0	0	FALSE
ENSG00000151465	O75794	reviewed	0	0	0	FALSE
ENSG00000259431	Q9BU02	reviewed	0	0	0	FALSE
ENSG00000185049	Q9H3P2	reviewed	0	0	0	FALSE
ENSG00000165275	Q6PF06	reviewed	0	0	0	FALSE
ENSG00000213983	O75843	reviewed	0	0	0	FALSE
ENSG00000183049	Q8IU85	reviewed	0	0	0	FALSE
ENSG00000243449	Q5BLP8	reviewed	0	0	0	TRUE
ENSG00000185818	Q8N9F0	reviewed	0	0	0	FALSE
ENSG00000107371	Q9NQT5	reviewed	0	0	0	FALSE
ENSG00000130997	Q7Z5Q5	reviewed	0	0	0	FALSE
ENSG00000151468	Q9BQI4	reviewed	1	0	0	TRUE
ENSG00000122741	Q5QP82	reviewed	0	0	0	FALSE
ENSG00000104228	Q9UPQ4	reviewed	0	0	0	FALSE
ENSG00000122696	Q9H1U9	reviewed	0	0	0	FALSE
ENSG00000107338	Q15464	reviewed	0	0	0	FALSE
ENSG00000123240	Q96CV9	reviewed	0	0	0	FALSE
ENSG00000214367	Q68CZ6	reviewed	0	0	0	FALSE
ENSG00000137142	Q8WX77	reviewed	1	0	2	TRUE
ENSG00000123933	Q14582	reviewed	0	0	0	FALSE
ENSG00000120899	Q14289	reviewed	0	0	0	FALSE
ENSG00000177706	Q8IXL6	reviewed	3	0	4	TRUE
ENSG00000180071	Q8IVF6	reviewed	0	0	0	FALSE
ENSG00000159733	Q9HCC9	reviewed	0	0	0	FALSE
ENSG00000283329	A0A1B0GVZ2	reviewed	0	0	0	FALSE
ENSG00000197461	P04085	reviewed	1	0	5	TRUE
ENSG00000106714	Q9BZ76	reviewed	9	0	11	TRUE
ENSG00000065328	Q7L590	reviewed	0	0	0	FALSE
ENSG00000188191	P31321	reviewed	0	0	2	FALSE
ENSG00000161981	Q9BV90	reviewed	0	0	0	FALSE
ENSG00000169933	Q14CM0	reviewed	0	0	0	FALSE
ENSG00000063978	P78317	reviewed	0	0	0	FALSE
ENSG00000204849	Q5TZJ5	reviewed	0	0	0	FALSE
ENSG00000092051	Q96JJ6	reviewed	0	0	0	FALSE
ENSG00000007384	Q96CC6	reviewed	1	0	0	FALSE
ENSG00000101911	P11908	reviewed	0	0	0	FALSE
ENSG00000164818	Q86Y56	reviewed	0	0	0	FALSE
ENSG00000165623	Q8WVF2	reviewed	0	0	0	TRUE
ENSG00000103152	P29372	reviewed	0	0	0	FALSE
ENSG00000183148	Q5SQ80	reviewed	0	0	0	FALSE
ENSG00000196664	Q9NYK1	reviewed	14	0	0	TRUE
ENSG00000100867	Q13268	reviewed	0	0	0	FALSE
ENSG00000107537	O14832	reviewed	0	0	0	FALSE
ENSG00000101916	Q9NR97	reviewed	21	0	6	TRUE
ENSG00000205542	P62328	reviewed	0	0	0	FALSE
ENSG00000103148	Q12980	reviewed	0	0	0	FALSE
ENSG00000187268	Q8IZT9	reviewed	0	0	0	FALSE
ENSG00000086475	P49903	reviewed	0	0	0	FALSE
ENSG00000123594	Q9H3M9	reviewed	0	0	0	FALSE
ENSG00000101160	Q9UBR2	reviewed	2	0	6	TRUE
ENSG00000125386	P78312	reviewed	0	0	0	FALSE
ENSG00000101162	Q9H4B7	reviewed	0	0	0	FALSE
ENSG00000124172	P56381	reviewed	0	0	0	FALSE
ENSG00000198759	Q8IUX8	reviewed	1	0	8	TRUE
ENSG00000130656	P02008	reviewed	0	0	0	FALSE
ENSG00000206177	Q6B0K9	reviewed	0	0	0	FALSE
ENSG00000101166	Q9Y3B1	reviewed	0	0	0	FALSE
ENSG00000273514	Q3SYB3	reviewed	0	0	0	FALSE
ENSG00000157326	Q9BTZ2	reviewed	0	0	0	FALSE
ENSG00000176896	Q8N8B7	reviewed	0	0	0	FALSE
ENSG00000123595	P51151	reviewed	0	0	0	FALSE
ENSG00000188536	P69905	reviewed	4	0	0	FALSE
ENSG00000215126	Q4V339	reviewed	0	0	0	FALSE
ENSG00000196459	P0DI81	reviewed	0	0	0	FALSE
ENSG00000206172	P69905	reviewed	4	0	0	FALSE
ENSG00000120903	Q15822	reviewed	3	0	2	TRUE
ENSG00000165630	Q99633	reviewed	0	0	0	FALSE
ENSG00000124203	Q5JPB2	reviewed	0	0	0	FALSE
ENSG00000086506	P09105	reviewed	0	0	0	FALSE
ENSG00000124205	P14138	reviewed	0	0	2	TRUE
ENSG00000007392	Q9NQ29	reviewed	0	0	0	FALSE
ENSG00000046651	O75665	reviewed	0	0	0	FALSE
ENSG00000087495	Q96KR7	reviewed	0	0	0	FALSE
ENSG00000120915	P34913	reviewed	0	0	0	FALSE
ENSG00000151474	Q9P2Q2	reviewed	0	0	0	FALSE
ENSG00000046653	Q13491	reviewed	2	0	0	FALSE
ENSG00000167930	Q9H0X4	reviewed	4	0	0	FALSE
ENSG00000196074	Q9BX26	reviewed	0	0	0	FALSE
ENSG00000239857	Q7L5D6	reviewed	0	0	0	FALSE
ENSG00000168884	Q8NFZ5	reviewed	0	0	0	FALSE
ENSG00000065809	Q9H098	reviewed	0	0	0	FALSE
ENSG00000046647	Q9NWZ8	reviewed	0	0	0	FALSE
ENSG00000182117	Q9NPE3	reviewed	0	0	0	FALSE
ENSG00000184507	Q86Y26	reviewed	0	0	0	FALSE
ENSG00000101958	P23416	reviewed	2	0	2	TRUE
ENSG00000186648	Q8ND23	reviewed	0	0	0	FALSE
ENSG00000087266	P78314	reviewed	0	0	0	FALSE
ENSG00000105963	O75689	reviewed	0	0	0	FALSE
ENSG00000176454	Q643R3	reviewed	1	0	0	FALSE
ENSG00000181544	Q8NB91	reviewed	0	0	0	FALSE
ENSG00000154529	Q96NU0	reviewed	2	0	11	TRUE
ENSG00000196227	Q9NTX9	reviewed	0	0	0	FALSE
ENSG00000120885	P10909	reviewed	6	0	5	TRUE
ENSG00000132825	O95685	reviewed	0	0	0	FALSE
ENSG00000124215	Q8IXH8	reviewed	5	0	0	TRUE
ENSG00000100884	O95741	reviewed	0	0	0	FALSE
ENSG00000175265	A7E2F4	reviewed	0	0	0	FALSE
ENSG00000130150	Q8NHP6	reviewed	0	0	0	FALSE
ENSG00000102048	Q96DX5	reviewed	0	0	0	FALSE
ENSG00000185775	Q5VVP1	reviewed	0	0	0	FALSE
ENSG00000165192	Q8WXH4	reviewed	0	0	0	FALSE
ENSG00000215252	A8MQT2	reviewed	0	0	0	FALSE
ENSG00000129535	P54845	reviewed	0	0	0	FALSE
ENSG00000165195	P37287	reviewed	1	0	0	FALSE
ENSG00000100889	Q16822	reviewed	0	0	0	FALSE
ENSG00000240230	Q49B96	reviewed	0	0	2	FALSE
ENSG00000168077	Q6AZY7	reviewed	10	0	0	FALSE
ENSG00000076344	O94810	reviewed	0	0	0	FALSE
ENSG00000087274	P35611	reviewed	0	0	0	FALSE
ENSG00000276581	Q5VU36	reviewed	0	0	0	FALSE
ENSG00000159248	Q9UKL4	reviewed	0	0	0	FALSE
ENSG00000179242	P55283	reviewed	6	0	0	TRUE
ENSG00000073067	Q8TAV3	reviewed	1	0	0	TRUE
ENSG00000159251	P68032	reviewed	0	0	0	FALSE
ENSG00000165197	O43915	reviewed	3	0	5	TRUE
ENSG00000185267	Q49AH0	reviewed	0	0	3	TRUE
ENSG00000276040	Q8IWB4	reviewed	0	0	0	FALSE
ENSG00000147419	Q86WR0	reviewed	0	0	0	FALSE
ENSG00000087842	O00625	reviewed	0	0	0	FALSE
ENSG00000146540	Q9BRJ6	reviewed	0	0	0	FALSE
ENSG00000021776	O60306	reviewed	0	0	0	FALSE
ENSG00000187522	Q0VDF9	reviewed	0	0	0	FALSE
ENSG00000102010	P51813	reviewed	0	0	0	FALSE
ENSG00000164849	Q96CH1	reviewed	1	0	0	FALSE
ENSG00000130699	O00268	reviewed	0	0	0	FALSE
ENSG00000164850	Q99527	reviewed	3	0	1	FALSE
ENSG00000152455	Q9H5I1	reviewed	0	0	0	FALSE
ENSG00000198146	Q6IQ21	reviewed	0	0	0	FALSE
ENSG00000149657	Q9BX40	reviewed	0	0	0	FALSE
ENSG00000178381	Q8N6M9	reviewed	0	0	0	FALSE
ENSG00000255192	Q6NSW7	reviewed	0	0	0	FALSE
ENSG00000100897	Q8TEB1	reviewed	0	0	0	FALSE
ENSG00000130234	Q9BYF1	reviewed	7	0	3	TRUE
ENSG00000134146	Q7L8W6	reviewed	0	0	0	FALSE
ENSG00000101182	O14818	reviewed	0	1	0	FALSE
ENSG00000242173	Q99819	reviewed	0	0	0	FALSE
ENSG00000164853	A6NJT0	reviewed	0	0	0	FALSE
ENSG00000184402	O75177	reviewed	0	0	0	FALSE
ENSG00000147003	Q9HBJ8	reviewed	2	0	0	TRUE
ENSG00000171320	Q56NI9	reviewed	0	0	0	FALSE
ENSG00000101181	Q9H4K7	reviewed	0	0	0	FALSE
ENSG00000164877	Q8IY33	reviewed	0	0	0	FALSE
ENSG00000185615	Q13087	reviewed	3	0	3	TRUE
ENSG00000169239	Q9Y2D0	reviewed	0	0	0	FALSE
ENSG00000101180	Q9Y5N1	reviewed	1	0	0	FALSE
ENSG00000186073	Q9Y2V0	reviewed	0	0	0	FALSE
ENSG00000152457	Q96SD1	reviewed	0	0	0	FALSE
ENSG00000169249	Q15696	reviewed	0	0	0	FALSE
ENSG00000103126	O15169	reviewed	0	0	0	FALSE
ENSG00000109736	Q14728	reviewed	0	0	0	FALSE
ENSG00000168078	Q96KB5	reviewed	0	0	0	FALSE
ENSG00000130703	Q9H1P3	reviewed	0	0	0	FALSE
ENSG00000164880	Q8N201	reviewed	0	0	0	FALSE
ENSG00000182287	P56377	reviewed	0	0	0	FALSE
ENSG00000086504	Q13084	reviewed	0	0	0	FALSE
ENSG00000172014	Q4UJ75	reviewed	0	0	0	FALSE
ENSG00000198517	O60675	reviewed	0	0	0	FALSE
ENSG00000168079	Q6ZMJ2	reviewed	6	0	3	FALSE
ENSG00000126010	P30550	reviewed	1	0	1	FALSE
ENSG00000087269	P78316	reviewed	0	0	0	FALSE
ENSG00000164855	Q6ZMB5	reviewed	0	0	0	FALSE
ENSG00000182798	A8MXT2	reviewed	0	0	0	FALSE
ENSG00000134138	O14770	reviewed	0	0	0	FALSE
ENSG00000129925	Q9HCN3	reviewed	3	0	3	TRUE
ENSG00000204779	Q5VV16	reviewed	0	0	0	FALSE
ENSG00000047230	Q9NRF8	reviewed	0	0	0	FALSE
ENSG00000189233	Q68CJ6	reviewed	0	0	0	FALSE
ENSG00000157778	Q9BT73	reviewed	0	0	0	FALSE
ENSG00000225968	P0C7U0	reviewed	6	0	0	TRUE
ENSG00000103202	O00746	reviewed	0	0	0	FALSE
ENSG00000139914	A5D6W6	reviewed	0	0	0	FALSE
ENSG00000147996	Q5RIA9	reviewed	0	0	0	FALSE
ENSG00000134014	Q9H9T3	reviewed	0	0	0	FALSE
ENSG00000092010	Q06323	reviewed	0	0	0	FALSE
ENSG00000169906	P29377	reviewed	0	0	0	FALSE
ENSG00000125388	P32298	reviewed	0	0	0	FALSE
ENSG00000169895	Q96A49	reviewed	0	0	0	FALSE
ENSG00000002822	Q9Y6D9	reviewed	0	0	0	FALSE
ENSG00000086712	Q9NUQ3	reviewed	0	0	0	FALSE
ENSG00000102054	Q16576	reviewed	0	0	0	FALSE
ENSG00000130706	Q16186	reviewed	0	0	0	FALSE
ENSG00000242612	Q9NUI1	reviewed	0	0	0	FALSE
ENSG00000169891	Q8NFH8	reviewed	0	0	0	FALSE
ENSG00000100908	Q9Y3B6	reviewed	0	0	0	FALSE
ENSG00000122687	Q9UI43	reviewed	0	0	0	FALSE
ENSG00000130702	O15230	reviewed	23	0	88	TRUE
ENSG00000197386	P42858	reviewed	0	0	0	FALSE
ENSG00000100911	Q9UL46	reviewed	0	0	0	FALSE
ENSG00000168081	Q13519	reviewed	0	0	0	TRUE
ENSG00000197889	Q5JSS6	reviewed	0	0	0	FALSE
ENSG00000090565	O75154	reviewed	0	0	0	FALSE
ENSG00000188158	Q6T4R5	reviewed	0	0	0	FALSE
ENSG00000166069	Q8N6Q1	reviewed	0	0	0	FALSE
ENSG00000186918	Q9H8N7	reviewed	0	0	0	FALSE
ENSG00000152463	Q9NV23	reviewed	0	0	0	FALSE
ENSG00000047634	Q9UN30	reviewed	0	0	0	FALSE
ENSG00000171858	P63220	reviewed	0	0	0	FALSE
ENSG00000106266	Q9Y5X2	reviewed	0	0	0	FALSE
ENSG00000176244	Q8N6N7	reviewed	0	0	0	FALSE
ENSG00000149679	Q9BTV7	reviewed	0	0	0	FALSE
ENSG00000103326	O75808	reviewed	0	0	0	FALSE
ENSG00000152464	P78345	reviewed	0	0	0	FALSE
ENSG00000214050	Q8IX29	reviewed	0	0	0	FALSE
ENSG00000188981	Q6ZTZ1	reviewed	0	0	0	FALSE
ENSG00000166068	Q7Z699	reviewed	0	0	0	FALSE
ENSG00000130701	Q8NC74	reviewed	0	0	0	FALSE
ENSG00000152465	O60551	reviewed	0	0	0	FALSE
ENSG00000171262	Q52LJ0	reviewed	0	0	0	FALSE
ENSG00000131831	Q9Y5P3	reviewed	0	0	0	FALSE
ENSG00000130700	Q9BWX5	reviewed	0	0	0	FALSE
ENSG00000161992	P0CG20	reviewed	0	0	0	FALSE
ENSG00000159788	O14924	reviewed	0	0	0	FALSE
ENSG00000106263	P55884	reviewed	0	0	0	FALSE
ENSG00000177324	Q8NDZ0	reviewed	0	0	0	FALSE
ENSG00000092098	Q96EP0	reviewed	0	0	0	FALSE
ENSG00000007541	Q9BRB3	reviewed	0	0	0	FALSE
ENSG00000102098	Q9UQR0	reviewed	0	0	0	FALSE
ENSG00000172575	O95267	reviewed	0	0	0	FALSE
ENSG00000101187	Q96BD0	reviewed	2	0	3	FALSE
ENSG00000104290	Q9NPG1	reviewed	3	0	5	TRUE
ENSG00000148468	Q5VUB5	reviewed	3	0	0	TRUE
ENSG00000077943	P53708	reviewed	16	0	9	TRUE
ENSG00000012232	O43909	reviewed	4	0	1	FALSE
ENSG00000101188	P30989	reviewed	3	0	1	FALSE
ENSG00000008086	O76039	reviewed	0	0	0	FALSE
ENSG00000101189	Q9NV56	reviewed	0	0	0	FALSE
ENSG00000148481	Q9H8M7	reviewed	0	0	0	FALSE
ENSG00000060491	Q9NZT2	reviewed	0	0	0	FALSE
ENSG00000136213	Q9NRB3	reviewed	4	0	0	FALSE
ENSG00000275572	A4D1Z8	reviewed	0	0	0	FALSE
ENSG00000257108	P0CG21	reviewed	0	0	0	FALSE
ENSG00000106003	Q8NES3	reviewed	1	0	3	FALSE
ENSG00000104299	Q9NV88	reviewed	0	0	0	FALSE
ENSG00000092758	Q14050	reviewed	1	0	0	TRUE
ENSG00000197562	Q96S21	reviewed	0	0	0	FALSE
ENSG00000213928	Q00978	reviewed	0	0	0	FALSE
ENSG00000165983	Q96BW5	reviewed	0	0	0	FALSE
ENSG00000106009	Q6PJG6	reviewed	0	0	0	FALSE
ENSG00000109758	Q04756	reviewed	4	0	19	TRUE
ENSG00000165985	Q5VWW1	reviewed	0	0	0	TRUE
ENSG00000148484	Q15404	reviewed	0	0	0	FALSE
ENSG00000175920	Q18PE1	reviewed	0	0	0	FALSE
ENSG00000127578	Q96NZ8	reviewed	1	0	17	TRUE
ENSG00000130731	Q96S19	reviewed	0	0	0	FALSE
ENSG00000100918	O95072	reviewed	0	0	0	FALSE
ENSG00000163956	P30533	reviewed	1	0	0	TRUE
ENSG00000107611	O60494	reviewed	47	0	66	TRUE
ENSG00000101190	Q9UL49	reviewed	0	0	0	FALSE
ENSG00000106012	Q6IPM2	reviewed	0	0	0	FALSE
ENSG00000102104	O15537	reviewed	0	0	5	TRUE
