ensembl_gene_id	uniprot_gn_id	N.gly	O.gly	signal.peptide
ENSG00000126217	X6RE72	NA	NA	FALSE
ENSG00000126217	M0R1J7	NA	NA	FALSE
ENSG00000126217	A2A3G7	NA	NA	TRUE
ENSG00000288453	Q66K64	NA	NA	FALSE
ENSG00000288283	P22670	NA	NA	FALSE
ENSG00000288474	Q8WXF3	NA	NA	TRUE
ENSG00000130538	A0A126GWF9	NA	NA	FALSE
ENSG00000288185	Q6UWB1	7	0	TRUE
ENSG00000288318	A6NDB9	NA	NA	FALSE
ENSG00000198062	Q6S545	NA	NA	FALSE
ENSG00000198062	H0YG78	NA	NA	FALSE
ENSG00000198062	A0A087WTB9	NA	NA	FALSE
ENSG00000288191	Q96FF7	NA	NA	FALSE
ENSG00000288239	A6NJJ6	NA	NA	FALSE
ENSG00000057593	P08709	2	3	TRUE
ENSG00000057593	E9PH36	NA	NA	TRUE
ENSG00000057593	F5H8B0	NA	NA	TRUE
ENSG00000288488	Q6SPF0	NA	NA	FALSE
ENSG00000288516	P17612	NA	NA	FALSE
ENSG00000288516	A0A024R7J0	NA	NA	FALSE
ENSG00000126218	P00742	2	2	TRUE
ENSG00000126218	Q5JVE7	NA	NA	TRUE
ENSG00000126218	B7ZBK1	NA	NA	TRUE
ENSG00000126218	F8WBM7	NA	NA	TRUE
ENSG00000126218	Q5JVE8	NA	NA	TRUE
ENSG00000198445	Q96SF2	NA	NA	FALSE
ENSG00000288210	Q9NVP2	NA	NA	FALSE
ENSG00000288210	A0A024R7G4	NA	NA	FALSE
ENSG00000288324	O94910	7	0	TRUE
ENSG00000126231	P22891	5	1	TRUE
ENSG00000126226	Q5JVF3	NA	NA	FALSE
ENSG00000126226	A0A024RE04	NA	NA	FALSE
ENSG00000172967	Q5GH77	NA	NA	FALSE
ENSG00000215568	Q2WGN9	NA	NA	FALSE
ENSG00000215568	A0A2R8Y714	NA	NA	FALSE
ENSG00000288307	O95476	NA	NA	FALSE
ENSG00000183307	Q9BXQ6	NA	NA	FALSE
ENSG00000177663	Q96F46	7	0	TRUE
ENSG00000139842	Q13619	NA	NA	FALSE
ENSG00000139842	A0A0A0MR50	NA	NA	FALSE
ENSG00000139842	A0A087WWN2	NA	NA	FALSE
ENSG00000069998	Q9BXW7	NA	NA	TRUE
ENSG00000069998	A8MYZ9	NA	NA	TRUE
ENSG00000288485	Q8TE02	NA	NA	FALSE
ENSG00000093072	Q9NZK5	4	0	TRUE
ENSG00000093072	B4E3Q4	NA	NA	FALSE
ENSG00000093072	A0A3B3IRN1	NA	NA	FALSE
ENSG00000093072	F5H7J3	NA	NA	TRUE
ENSG00000093072	A0A087X0I3	NA	NA	FALSE
ENSG00000093072	C9IZA8	NA	NA	TRUE
ENSG00000093072	A0A3B3IRR5	NA	NA	FALSE
ENSG00000185896	P11279	18	6	TRUE
ENSG00000185896	A0A024RDY3	NA	NA	TRUE
ENSG00000139835	Q5TC63	NA	NA	FALSE
ENSG00000139835	A0A087X0Y1	NA	NA	FALSE
ENSG00000153531	Q8NDY3	NA	NA	FALSE
ENSG00000153531	X6RL45	NA	NA	FALSE
ENSG00000153531	A0A0U1RQK4	NA	NA	FALSE
ENSG00000288292	O95471	NA	NA	FALSE
ENSG00000099954	Q9BXF3	NA	NA	FALSE
ENSG00000099954	H0Y2Z1	NA	NA	FALSE
ENSG00000099954	B7WPH3	NA	NA	FALSE
ENSG00000099954	A0A0R4J2E1	NA	NA	FALSE
ENSG00000099954	A0A087WT21	NA	NA	FALSE
ENSG00000150401	Q6PH85	NA	NA	FALSE
ENSG00000150401	C9JAV2	NA	NA	FALSE
ENSG00000150401	A0A0C4DFQ9	NA	NA	FALSE
ENSG00000150401	C9JRE2	NA	NA	FALSE
ENSG00000150401	C9J2J1	NA	NA	FALSE
ENSG00000288174	P14672	1	0	FALSE
ENSG00000150403	Q6UWJ1	2	0	TRUE
ENSG00000150403	A0A024RE09	NA	NA	TRUE
ENSG00000150403	A0A087WVR2	NA	NA	TRUE
ENSG00000150403	A0A087WXI4	NA	NA	FALSE
ENSG00000150403	A0A087WZ28	NA	NA	FALSE
ENSG00000150403	A0A087X2E0	NA	NA	FALSE
ENSG00000182902	Q9H1K4	NA	NA	FALSE
ENSG00000182902	A0A024R0W0	NA	NA	FALSE
ENSG00000198176	Q14186	NA	NA	FALSE
ENSG00000198176	A0A024RDY4	NA	NA	FALSE
ENSG00000198176	Q5JSB5	NA	NA	FALSE
ENSG00000198176	F5H452	NA	NA	FALSE
ENSG00000198176	Q5JSB6	NA	NA	FALSE
ENSG00000288504	Q9Y2T7	NA	NA	FALSE
ENSG00000186009	P51164	7	0	FALSE
ENSG00000131100	P36543	NA	NA	FALSE
ENSG00000131100	Q53Y06	NA	NA	FALSE
ENSG00000131100	C9J8H1	NA	NA	FALSE
ENSG00000185974	Q15835	NA	NA	FALSE
ENSG00000184497	Q8WV15	NA	NA	FALSE
ENSG00000184497	A0A0B4J2D1	NA	NA	FALSE
ENSG00000288145	P63241	NA	NA	FALSE
ENSG00000183087	Q14393	1	0	TRUE
ENSG00000283199	A0A1B0GUA9	NA	NA	FALSE
ENSG00000185989	Q14644	NA	NA	FALSE
ENSG00000099968	Q9BXK5	NA	NA	FALSE
ENSG00000099968	A0A0A0MR90	NA	NA	FALSE
ENSG00000099968	F6VJB4	NA	NA	FALSE
ENSG00000099968	F2Z2C3	NA	NA	FALSE
ENSG00000099968	E9PDD6	NA	NA	FALSE
ENSG00000099968	A0A087WTL4	NA	NA	FALSE
ENSG00000099968	A0A087WW80	NA	NA	FALSE
ENSG00000099968	A0A087WX97	NA	NA	FALSE
ENSG00000283361	A0A1B0GU71	NA	NA	FALSE
ENSG00000283361	A0A2R8Y7P9	NA	NA	FALSE
ENSG00000283361	A0A1B0GV50	NA	NA	FALSE
ENSG00000283361	A0A2R8Y7J0	NA	NA	FALSE
ENSG00000288325	Q13227	NA	NA	FALSE
ENSG00000130177	Q13042	NA	NA	FALSE
ENSG00000130177	Q5T8C6	NA	NA	FALSE
ENSG00000130177	A0A024RDZ2	NA	NA	FALSE
ENSG00000130177	A0A3B3ISD2	NA	NA	FALSE
ENSG00000173213	A6NNZ2	NA	NA	FALSE
ENSG00000101557	P54578	NA	NA	FALSE
ENSG00000101557	A6NJA2	NA	NA	FALSE
ENSG00000101557	J3KS55	NA	NA	FALSE
ENSG00000015475	P55957	NA	NA	FALSE
ENSG00000015475	B2ZP79	NA	NA	FALSE
ENSG00000015475	A8ASI8	NA	NA	FALSE
ENSG00000079134	Q96FV9	NA	NA	FALSE
ENSG00000079134	J3QQZ3	NA	NA	FALSE
ENSG00000079134	A0A087WY84	NA	NA	FALSE
ENSG00000079134	A0A087WWS1	NA	NA	FALSE
ENSG00000079134	J3KRD7	NA	NA	FALSE
ENSG00000079134	J3KT14	NA	NA	FALSE
ENSG00000288301	Q96JN8	NA	NA	FALSE
ENSG00000169062	Q9H1J1	NA	NA	FALSE
ENSG00000169062	A0A087WZ33	NA	NA	FALSE
ENSG00000243156	Q7RTP6	NA	NA	FALSE
ENSG00000243156	J3KRP8	NA	NA	FALSE
ENSG00000243156	A0A5F9ZHV5	NA	NA	FALSE
ENSG00000243156	E9PP85	NA	NA	FALSE
ENSG00000243156	C9J922	NA	NA	FALSE
ENSG00000198824	Q96JM3	NA	NA	FALSE
ENSG00000198824	A0A2R8Y4S6	NA	NA	FALSE
ENSG00000198824	A0A2R8Y735	NA	NA	FALSE
ENSG00000198824	S4R3K0	NA	NA	FALSE
ENSG00000158270	Q5KU26	4	0	FALSE
ENSG00000177143	Q12798	NA	NA	FALSE
ENSG00000079101	Q15846	6	0	TRUE
ENSG00000079101	F5GWQ8	NA	NA	FALSE
ENSG00000079101	R4GN76	NA	NA	TRUE
ENSG00000079101	J3QKW8	NA	NA	FALSE
ENSG00000288169	Q15027	NA	NA	FALSE
ENSG00000176890	P04818	NA	NA	FALSE
ENSG00000176890	Q53Y97	NA	NA	FALSE
ENSG00000288399	Q693B1	NA	NA	FALSE
ENSG00000288399	A0A158RFT7	NA	NA	FALSE
ENSG00000288511	Q3KNT9	NA	NA	TRUE
ENSG00000132199	Q7L5Y1	NA	NA	FALSE
ENSG00000132199	J3QL99	NA	NA	FALSE
ENSG00000132199	A0A3F2YNX7	NA	NA	FALSE
ENSG00000132199	J3QL81	NA	NA	FALSE
ENSG00000132199	R4GNF8	NA	NA	FALSE
ENSG00000132199	J3QSB6	NA	NA	FALSE
ENSG00000215193	Q7Z412	NA	NA	FALSE
ENSG00000215193	A0A024R100	NA	NA	FALSE
ENSG00000215193	A0A0S2Z5M7	NA	NA	FALSE
ENSG00000215193	E9PRC5	NA	NA	FALSE
ENSG00000183785	Q9NY65	NA	NA	FALSE
ENSG00000183785	C9J2C0	NA	NA	FALSE
ENSG00000183785	C9K0S6	NA	NA	FALSE
ENSG00000176105	P07947	NA	NA	FALSE
ENSG00000176105	J3QRU1	NA	NA	FALSE
ENSG00000184979	Q9UMW8	NA	NA	FALSE
ENSG00000141433	P18509	NA	NA	TRUE
ENSG00000274252	B5MD39	NA	NA	FALSE
ENSG00000278558	P0C7N4	NA	NA	FALSE
ENSG00000278558	A0A0D9SEH3	NA	NA	FALSE
ENSG00000275793	Q9UFD9	NA	NA	FALSE
ENSG00000183628	Q14129	NA	NA	FALSE
ENSG00000183628	Q6FGH4	NA	NA	FALSE
ENSG00000183628	K7ELY4	NA	NA	FALSE
ENSG00000183628	K7EPQ2	NA	NA	FALSE
ENSG00000183628	X5D7D2	NA	NA	FALSE
ENSG00000101574	Q8N3J2	NA	NA	FALSE
ENSG00000101574	J3KNJ7	NA	NA	FALSE
ENSG00000101574	I3L0Y1	NA	NA	FALSE
ENSG00000101574	I3L4A0	NA	NA	FALSE
ENSG00000080986	O14777	NA	NA	FALSE
ENSG00000080986	A8K031	NA	NA	FALSE
ENSG00000080986	I3L0P0	NA	NA	FALSE
ENSG00000080986	I3L4G3	NA	NA	FALSE
ENSG00000080986	V9GYM9	NA	NA	FALSE
ENSG00000100033	E7EQL6	NA	NA	FALSE
ENSG00000100033	A0A087WWM6	NA	NA	FALSE
ENSG00000100033	C9JIW4	NA	NA	FALSE
ENSG00000101596	A6NHR9	NA	NA	FALSE
ENSG00000101596	J3KTL8	NA	NA	FALSE
ENSG00000132205	Q9BXX0	8	0	TRUE
ENSG00000101577	Q92539	NA	NA	FALSE
ENSG00000101577	J3QQN0	NA	NA	FALSE
ENSG00000070413	P98153	2	0	TRUE
ENSG00000070413	B7Z3C4	NA	NA	FALSE
ENSG00000070413	F6SYP7	NA	NA	TRUE
ENSG00000101605	P52179	NA	NA	FALSE
ENSG00000101605	A8MX12	NA	NA	FALSE
ENSG00000101605	J3KRK2	NA	NA	FALSE
ENSG00000100056	Q96DF8	NA	NA	FALSE
ENSG00000100056	F8WEF8	NA	NA	FALSE
ENSG00000206203	Q96PF2	NA	NA	FALSE
ENSG00000206203	A0ZT99	NA	NA	FALSE
ENSG00000063515	O15499	NA	NA	FALSE
ENSG00000100075	P53007	NA	NA	FALSE
ENSG00000100075	B4DP62	NA	NA	FALSE
ENSG00000101608	P19105	NA	NA	FALSE
ENSG00000101608	J3QRS3	NA	NA	FALSE
ENSG00000101608	J3KTJ1	NA	NA	FALSE
ENSG00000070371	P53675	NA	NA	FALSE
ENSG00000070371	A0A087WXH4	NA	NA	FALSE
ENSG00000070371	H0Y529	NA	NA	FALSE
ENSG00000070371	F5H5N6	NA	NA	FALSE
ENSG00000070371	A0A087WX41	NA	NA	FALSE
ENSG00000070371	A0A087WV74	NA	NA	FALSE
ENSG00000070371	H0YGJ9	NA	NA	FALSE
ENSG00000118680	O14950	NA	NA	FALSE
ENSG00000177426	F8VXG3	NA	NA	FALSE
ENSG00000177426	F8VVS9	NA	NA	FALSE
ENSG00000177426	J3KS32	NA	NA	FALSE
ENSG00000177426	F8VUY0	NA	NA	FALSE
ENSG00000177426	F8VYL4	NA	NA	FALSE
ENSG00000177426	F8W1J9	NA	NA	FALSE
ENSG00000177426	F8VZH2	NA	NA	FALSE
ENSG00000177426	F8VWK5	NA	NA	FALSE
ENSG00000177426	F8VX54	NA	NA	FALSE
ENSG00000177426	F8VW34	NA	NA	FALSE
ENSG00000100084	P54198	NA	NA	FALSE
ENSG00000170579	O14490	NA	NA	FALSE
ENSG00000170579	A8MYR7	NA	NA	FALSE
ENSG00000170579	Q6IS01	NA	NA	FALSE
ENSG00000170579	A8MXQ8	NA	NA	FALSE
ENSG00000170579	A0A0A0MTP4	NA	NA	FALSE
ENSG00000128191	Q8WYQ5	NA	NA	FALSE
ENSG00000128191	C9JSD5	NA	NA	FALSE
ENSG00000242259	A0A0C4DH14	NA	NA	FALSE
ENSG00000242259	E0CX16	NA	NA	FALSE
ENSG00000242259	A0A075B6P1	NA	NA	FALSE
ENSG00000185608	Q9NQ50	NA	NA	FALSE
ENSG00000070010	Q92890	NA	NA	FALSE
ENSG00000070010	Q541A5	NA	NA	FALSE
ENSG00000070010	C9IZG3	NA	NA	FALSE
ENSG00000070010	C9J6N9	NA	NA	FALSE
ENSG00000070010	C9JNP9	NA	NA	FALSE
ENSG00000070010	C9J7C8	NA	NA	FALSE
ENSG00000093009	O75419	NA	NA	FALSE
ENSG00000093009	C9J911	NA	NA	FALSE
ENSG00000093009	A0A5K1VW85	NA	NA	FALSE
ENSG00000093009	C9K087	NA	NA	FALSE
ENSG00000093009	A0A5F9ZH29	NA	NA	FALSE
ENSG00000231824	P0CW23	NA	NA	FALSE
ENSG00000231824	J3KS16	NA	NA	FALSE
ENSG00000198081	O43829	NA	NA	FALSE
ENSG00000198081	J3QLI2	NA	NA	FALSE
ENSG00000198081	J3KRQ2	NA	NA	FALSE
ENSG00000198081	J3QL74	NA	NA	FALSE
ENSG00000184113	O00501	NA	NA	FALSE
ENSG00000184113	D3DX19	NA	NA	FALSE
ENSG00000082397	Q9Y2J2	NA	NA	FALSE
ENSG00000082397	J3QS55	NA	NA	FALSE
ENSG00000082397	J3QR33	NA	NA	FALSE
ENSG00000082397	A8K968	NA	NA	FALSE
ENSG00000082397	A0A0A0MRA8	NA	NA	FALSE
ENSG00000082397	A0A0J9YWN0	NA	NA	FALSE
ENSG00000082397	J3QLU5	NA	NA	FALSE
ENSG00000082397	J3QS83	NA	NA	FALSE
ENSG00000082397	J3QKK4	NA	NA	FALSE
ENSG00000082397	A0A0A0MSA4	NA	NA	FALSE
ENSG00000082397	J3KT37	NA	NA	FALSE
ENSG00000082397	A0A0J9YWE1	NA	NA	FALSE
ENSG00000082397	J3QKY2	NA	NA	FALSE
ENSG00000082397	J3QRQ6	NA	NA	FALSE
ENSG00000082397	J3KRD1	NA	NA	FALSE
ENSG00000082397	J3KS70	NA	NA	FALSE
ENSG00000082397	A0A0J9YW31	NA	NA	FALSE
ENSG00000082397	A0A1B0GTF8	NA	NA	FALSE
ENSG00000184702	Q99719	NA	NA	FALSE
ENSG00000184702	X5DNA9	NA	NA	FALSE
ENSG00000184702	G3XAH0	NA	NA	FALSE
ENSG00000184702	C9JM82	NA	NA	FALSE
ENSG00000184702	E7EX32	NA	NA	FALSE
ENSG00000184702	F8W9E5	NA	NA	FALSE
ENSG00000184702	E7EQM7	NA	NA	FALSE
ENSG00000184702	E7EPG2	NA	NA	FALSE
ENSG00000284874	G3XAH0	NA	NA	FALSE
ENSG00000203618	P13224	1	0	TRUE
ENSG00000184058	O43435	NA	NA	FALSE
ENSG00000184058	Q152R5	NA	NA	FALSE
ENSG00000184058	D9ZGG0	NA	NA	FALSE
ENSG00000184058	A0A3B3IS18	NA	NA	FALSE
ENSG00000185838	Q9BYB4	NA	NA	FALSE
ENSG00000185838	C9JPQ6	NA	NA	FALSE
ENSG00000215012	Q7L3V2	NA	NA	FALSE
ENSG00000215012	C9J0V4	NA	NA	FALSE
ENSG00000184470	Q9NNW7	NA	NA	FALSE
ENSG00000184470	A0A096LPD9	NA	NA	FALSE
ENSG00000184470	A0A096LPK7	NA	NA	FALSE
ENSG00000184470	E7EWK1	NA	NA	FALSE
ENSG00000206432	A6NKL6	NA	NA	FALSE
ENSG00000154655	Q8NA19	NA	NA	FALSE
ENSG00000154655	F8W9S8	NA	NA	FALSE
ENSG00000154655	J3KS41	NA	NA	FALSE
ENSG00000154655	J3KRN7	NA	NA	FALSE
ENSG00000154655	J3QLK8	NA	NA	FALSE
ENSG00000088756	Q9P2N2	NA	NA	FALSE
ENSG00000088756	J3QLR3	NA	NA	FALSE
ENSG00000088756	J3KT69	NA	NA	FALSE
ENSG00000088756	J3QRC2	NA	NA	FALSE
ENSG00000088756	E9PMX7	NA	NA	FALSE
ENSG00000088756	J3QKM0	NA	NA	FALSE
ENSG00000088756	E9PL26	NA	NA	FALSE
ENSG00000088756	J3KTC0	NA	NA	FALSE
ENSG00000101680	P25391	6	0	TRUE
ENSG00000101680	A0A1W2PQN4	NA	NA	FALSE
ENSG00000093010	P21964	NA	NA	FALSE
ENSG00000093010	F8WBW9	NA	NA	FALSE
ENSG00000093010	E7EMS6	NA	NA	FALSE
ENSG00000093010	E7EUU8	NA	NA	FALSE
ENSG00000206422	A6NM36	NA	NA	FALSE
ENSG00000173482	P28827	12	0	TRUE
ENSG00000173482	Q49AC9	NA	NA	FALSE
ENSG00000173482	J3QRB4	NA	NA	FALSE
ENSG00000173482	E7EPS8	NA	NA	FALSE
ENSG00000173482	J3QLI4	NA	NA	FALSE
ENSG00000099889	O00192	NA	NA	FALSE
ENSG00000099889	E9PDC3	NA	NA	FALSE
ENSG00000099889	C9JJX6	NA	NA	FALSE
ENSG00000206418	Q6IQ22	NA	NA	FALSE
ENSG00000206418	A0A3B3ITT1	NA	NA	FALSE
ENSG00000168502	Q9Y4B5	NA	NA	FALSE
ENSG00000168502	J3QL92	NA	NA	FALSE
ENSG00000168502	J3QLE1	NA	NA	FALSE
ENSG00000183597	Q6ICL3	NA	NA	FALSE
ENSG00000183597	B7Z6W2	NA	NA	FALSE
ENSG00000183597	B7Z4A5	NA	NA	FALSE
ENSG00000183597	A0A0A0MSI5	NA	NA	FALSE
ENSG00000183597	A8MWT1	NA	NA	FALSE
ENSG00000183597	C9J695	NA	NA	FALSE
ENSG00000183597	F8WDT9	NA	NA	FALSE
ENSG00000183597	C9JKN2	NA	NA	FALSE
ENSG00000183597	C9JDT9	NA	NA	FALSE
ENSG00000178127	P19404	NA	NA	FALSE
ENSG00000178127	J3QS34	NA	NA	FALSE
ENSG00000178127	E7EPT4	NA	NA	FALSE
ENSG00000178127	J3KRB4	NA	NA	FALSE
ENSG00000101745	Q6UB98	NA	NA	FALSE
ENSG00000101745	J3QRX3	NA	NA	FALSE
ENSG00000101745	J3KSU9	NA	NA	FALSE
ENSG00000101745	F5GYX2	NA	NA	FALSE
ENSG00000128791	Q9GZX9	2	0	TRUE
ENSG00000128791	J3QS03	NA	NA	TRUE
ENSG00000017797	Q15311	NA	NA	FALSE
ENSG00000017797	J3QLT3	NA	NA	FALSE
ENSG00000017797	E7ENF8	NA	NA	FALSE
ENSG00000017797	A0A1W2PRI7	NA	NA	FALSE
ENSG00000099899	Q8IZ69	NA	NA	FALSE
ENSG00000099899	H7C100	NA	NA	FALSE
ENSG00000099899	F2Z2W7	NA	NA	FALSE
ENSG00000099899	C9K041	NA	NA	FALSE
ENSG00000154845	Q8TF05	NA	NA	FALSE
ENSG00000154845	J3QQV0	NA	NA	FALSE
ENSG00000154845	F8WAJ9	NA	NA	FALSE
ENSG00000154845	J3QL26	NA	NA	FALSE
ENSG00000154845	J3QRV2	NA	NA	FALSE
ENSG00000154845	J3KSS1	NA	NA	FALSE
ENSG00000154845	J3QLA6	NA	NA	FALSE
ENSG00000154845	J3KSB0	NA	NA	FALSE
ENSG00000154845	J3KRU1	NA	NA	FALSE
ENSG00000099901	P43487	NA	NA	FALSE
ENSG00000099901	A0A140VK94	NA	NA	FALSE
ENSG00000099901	C9JIC6	NA	NA	FALSE
ENSG00000099901	C9JGV6	NA	NA	FALSE
ENSG00000099901	C9JDM3	NA	NA	FALSE
ENSG00000099901	F8WCY3	NA	NA	FALSE
ENSG00000099901	C9JJ34	NA	NA	FALSE
ENSG00000099901	F6WQW2	NA	NA	FALSE
ENSG00000099901	C9JXG8	NA	NA	FALSE
ENSG00000168461	J3KRU3	NA	NA	FALSE
ENSG00000168461	J3KSM8	NA	NA	FALSE
ENSG00000168461	J3QR51	NA	NA	FALSE
ENSG00000099904	Q9ULC8	NA	NA	FALSE
ENSG00000099904	C9JVM2	NA	NA	FALSE
ENSG00000168454	Q86VQ3	NA	NA	FALSE
ENSG00000168454	J3QSG5	NA	NA	FALSE
ENSG00000168454	F5H6S7	NA	NA	FALSE
ENSG00000101558	Q9P0L0	NA	NA	FALSE
ENSG00000101558	J3QKM9	NA	NA	FALSE
ENSG00000234409	H7C350	NA	NA	FALSE
ENSG00000040608	Q9BZR6	2	0	TRUE
ENSG00000128185	Q9BY27	NA	NA	FALSE
ENSG00000128185	F8WCX1	NA	NA	FALSE
ENSG00000128185	B5MCQ4	NA	NA	FALSE
ENSG00000154856	Q8J025	3	0	TRUE
ENSG00000154856	J3KTR1	NA	NA	FALSE
ENSG00000154856	X6RH63	NA	NA	FALSE
ENSG00000154856	J3KTQ6	NA	NA	TRUE
ENSG00000154856	J3QSE3	NA	NA	FALSE
ENSG00000134265	Q99747	NA	NA	FALSE
ENSG00000134265	Q6FHY4	NA	NA	FALSE
ENSG00000134265	J3QKW4	NA	NA	FALSE
ENSG00000134265	J3KTJ6	NA	NA	FALSE
ENSG00000185252	Q16587	NA	NA	FALSE
ENSG00000185252	F8WDT0	NA	NA	FALSE
ENSG00000185252	B5MDQ6	NA	NA	FALSE
ENSG00000185252	C9J3V1	NA	NA	FALSE
ENSG00000154864	Q9H5I5	3	0	FALSE
ENSG00000154864	J3KRW1	NA	NA	TRUE
ENSG00000154864	J3KRQ5	NA	NA	FALSE
ENSG00000154864	A0A2R8Y3N5	NA	NA	FALSE
ENSG00000154864	E7EVM7	NA	NA	FALSE
ENSG00000154864	A0A2H4UKA7	NA	NA	FALSE
ENSG00000244486	Q96GP6	4	0	TRUE
ENSG00000099910	Q53GT1	NA	NA	FALSE
ENSG00000099910	C9J191	NA	NA	FALSE
ENSG00000099910	C9J5F8	NA	NA	FALSE
ENSG00000099910	C9JRG9	NA	NA	TRUE
ENSG00000099910	C9JLE9	NA	NA	FALSE
ENSG00000099910	C9JHG1	NA	NA	TRUE
ENSG00000099910	C9J2T1	NA	NA	FALSE
ENSG00000099917	Q96RN5	NA	NA	FALSE
ENSG00000099917	G3V1P5	NA	NA	FALSE
ENSG00000099917	C9JZV5	NA	NA	FALSE
ENSG00000099917	C9JEM1	NA	NA	FALSE
ENSG00000099917	C9JWK5	NA	NA	FALSE
ENSG00000099917	C9J1I1	NA	NA	FALSE
ENSG00000099917	C9JM58	NA	NA	FALSE
ENSG00000099917	C9JGN2	NA	NA	FALSE
ENSG00000099917	F2Z2B7	NA	NA	FALSE
ENSG00000099917	F8WDM6	NA	NA	FALSE
ENSG00000099917	F8WEJ4	NA	NA	FALSE
ENSG00000099917	C9JLN7	NA	NA	FALSE
ENSG00000099917	F8WCS1	NA	NA	FALSE
ENSG00000099917	C9JCQ3	NA	NA	FALSE
ENSG00000099917	C9JJ12	NA	NA	FALSE
ENSG00000236396	P0C7Q5	NA	NA	FALSE
ENSG00000141404	P38405	NA	NA	FALSE
ENSG00000141404	A8K1Y9	NA	NA	FALSE
ENSG00000141404	K7EPE2	NA	NA	FALSE
ENSG00000141404	K7EQ80	NA	NA	FALSE
ENSG00000255112	Q7LBR1	NA	NA	FALSE
ENSG00000241973	P42356	NA	NA	FALSE
ENSG00000241973	A8MTF1	NA	NA	FALSE
ENSG00000241973	C9JLI1	NA	NA	FALSE
ENSG00000154889	Q53F39	NA	NA	FALSE
ENSG00000154889	K7EIQ0	NA	NA	FALSE
ENSG00000154889	K7EM03	NA	NA	FALSE
ENSG00000154889	K7EQV4	NA	NA	FALSE
ENSG00000154889	A0A0C4DH11	NA	NA	FALSE
ENSG00000154889	K7ERI3	NA	NA	FALSE
ENSG00000154889	A0A075B777	NA	NA	FALSE
ENSG00000154889	K7EJU0	NA	NA	FALSE
ENSG00000154889	K7ESB8	NA	NA	FALSE
ENSG00000154889	A0A0A0MR93	NA	NA	FALSE
ENSG00000154889	K7EQ70	NA	NA	FALSE
ENSG00000154889	K7ELZ7	NA	NA	FALSE
ENSG00000154889	K7ER13	NA	NA	FALSE
ENSG00000154889	K7EQ74	NA	NA	FALSE
ENSG00000154889	K7ES91	NA	NA	FALSE
ENSG00000178591	Q8N687	NA	NA	TRUE
ENSG00000125788	Q9BYW3	NA	NA	TRUE
ENSG00000088782	Q9H1M4	NA	NA	TRUE
ENSG00000185982	Q7Z7B8	NA	NA	TRUE
ENSG00000125903	Q9H1M3	NA	NA	TRUE
ENSG00000125903	A0A384MEC8	NA	NA	TRUE
ENSG00000186458	Q7Z7B7	NA	NA	TRUE
ENSG00000196476	Q9NUD7	NA	NA	FALSE
ENSG00000196476	F5GZA9	NA	NA	FALSE
ENSG00000196476	Q5JYC3	NA	NA	FALSE
ENSG00000247315	Q9NUD5	NA	NA	FALSE
ENSG00000177732	O15370	NA	NA	FALSE
ENSG00000125841	Q9GZP1	NA	NA	FALSE
ENSG00000125841	V9GZ28	NA	NA	FALSE
ENSG00000125841	V9GYV8	NA	NA	FALSE
ENSG00000125841	V9GYN1	NA	NA	FALSE
ENSG00000125841	V9GYY0	NA	NA	FALSE
ENSG00000125841	A0A087WVS5	NA	NA	FALSE
ENSG00000101255	Q96RU7	NA	NA	FALSE
ENSG00000101255	A0A087WTX3	NA	NA	FALSE
ENSG00000101255	J3KR25	NA	NA	FALSE
ENSG00000101255	B0QYQ2	NA	NA	FALSE
ENSG00000099937	P05546	3	0	TRUE
ENSG00000099940	O95721	NA	NA	FALSE
ENSG00000099940	C9JAF7	NA	NA	FALSE
ENSG00000125826	Q9BYM8	NA	NA	FALSE
ENSG00000125826	A6PVK0	NA	NA	FALSE
ENSG00000125826	G3XAG9	NA	NA	FALSE
ENSG00000125826	B4DML5	NA	NA	FALSE
ENSG00000125826	A6PVJ6	NA	NA	FALSE
ENSG00000125826	A6PVJ7	NA	NA	FALSE
ENSG00000125826	Q5JWR1	NA	NA	FALSE
ENSG00000125826	A6PVJ5	NA	NA	FALSE
ENSG00000099942	P46109	NA	NA	FALSE
ENSG00000183773	Q96NN9	NA	NA	FALSE
ENSG00000183773	C9JPU8	NA	NA	FALSE
ENSG00000183773	F8WC30	NA	NA	FALSE
ENSG00000183773	F8WFB6	NA	NA	FALSE
ENSG00000183773	C9K029	NA	NA	FALSE
ENSG00000125875	Q96BZ9	NA	NA	FALSE
ENSG00000141401	O14732	NA	NA	FALSE
ENSG00000141401	Q6PIP6	NA	NA	FALSE
ENSG00000141401	K7EII9	NA	NA	FALSE
ENSG00000141401	K7EL65	NA	NA	FALSE
ENSG00000141401	K7ELF8	NA	NA	FALSE
ENSG00000181626	A6NC57	NA	NA	FALSE
ENSG00000099949	Q8N653	NA	NA	FALSE
ENSG00000099949	F8WEQ8	NA	NA	FALSE
ENSG00000099949	F8WB67	NA	NA	FALSE
ENSG00000099949	F8WCB6	NA	NA	FALSE
ENSG00000099949	H7C305	NA	NA	FALSE
ENSG00000099949	A0A2R8YCD2	NA	NA	FALSE
ENSG00000101266	P68400	NA	NA	FALSE
ENSG00000101266	A0A2R8YFU2	NA	NA	FALSE
ENSG00000101266	A0A2R8YCK2	NA	NA	FALSE
ENSG00000101266	V9GYW6	NA	NA	FALSE
ENSG00000101266	A0A2R8YDY7	NA	NA	FALSE
ENSG00000101266	A0A2R8YF43	NA	NA	FALSE
